0.94385955,0.43159244
0.93540653,-0.25092439
-0.88411496,0.61210461
0.39388381,0.32849867
0.86748814,0.44254667
0.69128859,0.64079937
0.38749446,-0.21635833
0.35833175,0.39081276
0.38621595,0.36524654
-0.73420887,0.58629132
0.13217407,-0.50151525
0.06544647,0.51962702
-0.76233595,-0.7182934
1.0390741,0.04178067
-0.89669961,-0.28409431
0.92939071,-0.3254318
0.25001399,-0.30747224
-0.20950986,-1.01819496
0.75650436,0.52906593
-0.68046496,0.70445319
-0.08003536,1.05904775
0.35945569,0.33419479
0.9055646,-0.37691821
0.43988523,-0.19019061
0.96531924,0.02108232
-0.25094044,-0.38845132
-0.0379518,0.5949161
0.39468978,-0.07226755
-0.38020211,-0.39776475
-0.34646528,-0.3482051
-0.26044852,-1.01290119
-0.93501504,0.16181008
0.97790109,-0.39792053
-0.11967378,-0.93224614
0.94047829,0.32020258
0.29475687,-0.44095498
0.45051495,-0.37362743
-0.31768389,0.96868326
-1.02805192,0.16479549
-0.97984977,-0.14962533
0.56902495,-0.06256362
-0.91006036,-0.01168231
0.88234544,-0.52913765
-0.49336677,0.07140993
-0.53441127,0.20532971
-0.29731586,0.44685033
0.38723077,-0.94764033
0.0714941,0.86360539
-0.03229327,1.10370145
-1.02896283,-0.20596984
0.74966752,0.5258827
-0.09081021,0.48860528
0.98757481,-0.20673321
-0.411643,0.98809858
0.11921777,-0.48843752
-0.53657364,-0.11338147
0.49116281,-0.87396137
-0.45220814,-0.09045783
-0.40567374,0.1195198
-0.46378521,-0.22977426
0.07485417,-0.95573188
-0.48401443,0.02063584
0.15831328,0.46526887
-0.63280172,-0.69475929
-0.40993069,0.11418318
0.15592039,-0.88930347
-0.33382071,-0.95185156
0.01239054,-0.48079322
-0.76890781,0.72831328
-0.09251362,-0.60010898
-0.37538064,0.32812936
0.55175365,-0.80295532
-0.93479826,0.37507384
0.27237832,-0.44296869
-0.76100343,-0.79912271
-0.43789207,-0.18467149
-0.19162673,0.43238539
-0.49003607,-0.82814006
-0.25242806,-0.42046771
-0.158633,-0.9129693
0.66922216,-0.66730657
-0.52588656,-0.01302754
-0.70810358,0.72005796
-0.4125802,-0.92303284
0.46559768,0.94921411
0.66863935,-0.65281978
0.34754231,-0.93002558
-0.37120929,0.30618974
0.68100178,-0.73744918
0.27491524,0.52122383
-0.3293455,0.42170523
-0.27717519,0.41491417
-1.06200078,-0.07671771
0.52375148,-0.00412756
-0.80559261,-0.53724697
1.0695696,-0.202354
-0.91018074,-0.3703399
0.95785426,0.04625976
0.42045345,-0.38992022
0.49859777,0.92008947
-0.42478544,0.08348311
0.38093896,-0.14516054
0.51881731,0.17435367
-0.63278865,-0.7306893
-0.20015611,-0.49396807
0.61391722,0.82066057
0.26113875,-0.40657778
0.76938523,0.56066826
-0.55018576,0.80482195
0.13234906,-0.97490281
0.22065528,1.04133548
0.38703222,-0.27391128
-0.61997851,-0.66005953
0.51865417,-0.82939077
-0.95699771,0.0228505
0.6149155,0.78186196
-0.96615267,0.23792692
0.03934392,-0.92149975
0.42767019,1.02127609
0.2158538,-0.51302505
0.14122063,0.59179016
-0.12473341,0.88481442
-0.00368164,-0.48802128
-0.31237802,-0.97372766
-1.05609536,-0.10685109
-0.31032149,0.35964492
0.83953589,-0.5860115
-0.8608027,-0.34684478
0.8537823,0.25671974
0.48602766,0.33817223
0.13157066,-0.49779439
-0.50417561,0.19049799
-0.00706201,-0.54146782
0.47889448,0.08296642
-0.76701749,-0.60549774
1.02491124,-0.01194587
-0.5081117,0.1432309
-0.59239655,-0.74875122
